ds,zone,yhat,yhat_lower,yhat_upper
2024-01-01,Khandsa,3.286028789831427,1.3804908234577549,5.027025712960292
2024-01-02,Khandsa,3.186617175966969,1.505633668787466,5.0785135907937295
2024-01-03,Khandsa,3.450458553112234,1.646932086488253,5.2359160656287225
2024-01-04,Khandsa,2.9632711060579684,1.1729558382894154,4.9366611285086615
2024-01-05,Khandsa,2.7458965744347905,0.8663933934157032,4.43904593312686
2024-01-06,Khandsa,2.9526582017215937,1.077908069941659,4.705987014158846
2024-01-07,Khandsa,2.619107459745979,0.8033830999955011,4.517766276152753
2024-01-08,Khandsa,3.002178591779935,1.1487574656175412,4.774999207519035
2024-01-10,Khandsa,3.2078367045229808,1.544815429118059,5.008246893926413
2024-01-11,Khandsa,2.742658987828502,0.9097390522731517,4.6014309369348245
2024-01-12,Khandsa,2.5449825563776356,0.7766354946630992,4.296178832240964
2024-01-13,Khandsa,2.7681301286530946,1.0202316327733003,4.708176878455794
2024-01-14,Khandsa,2.451255769181592,0.6582249352897448,4.3008834625295025
2024-01-15,Khandsa,2.8460284583402795,1.0522085197048894,4.526766905929451
2024-01-16,Khandsa,2.7794771620496936,1.0385639290011695,4.713910574834853
2024-01-17,Khandsa,3.070834765822084,1.279903644118863,4.925139239535597
2024-01-18,Khandsa,2.614382865054498,0.9041267009666255,4.54255070625183
2024-01-19,Khandsa,2.4224851487013934,0.6063011289904437,4.260309736721472
2024-01-21,Khandsa,2.3346776332275656,0.6330056650937208,4.232739089430086
2024-01-22,Khandsa,2.7291601841732556,0.9675705316363669,4.432089066892552
2024-01-23,Khandsa,2.663791657466425,0.9302626512775232,4.517832206807231
2024-01-24,Khandsa,2.9549442515426043,1.2159542596232802,4.618859136894436
2024-01-25,Khandsa,2.5018531348766926,0.6551429754516587,4.246575139569119
2024-01-26,Khandsa,2.3132195777324553,0.5300824664407519,3.9558763094353213
2024-01-27,Khandsa,2.5418088334509124,0.6820881069525186,4.269980578229236
2024-01-29,Khandsa,2.6357954958060845,0.8430171306548665,4.485171340043554
2024-01-30,Khandsa,2.580592647361832,0.7871539092726318,4.421626128631079
2024-01-31,Khandsa,2.8828139273739533,1.0180494796316732,4.64485789520062
2024-02-01,Khandsa,2.446192436032908,0.5942309027492908,4.258914729344816
2024-02-02,Khandsa,2.2752214186956916,0.4711695167057337,4.034176939909796
2024-02-03,Khandsa,2.521835773708897,0.7994576363285641,4.420895750299695
2024-02-04,Khandsa,2.237255139539154,0.36879506074079343,4.137090008891724
2024-02-05,Khandsa,2.6582102097352394,0.8653434943958861,4.554126447777088
2024-02-06,Khandsa,2.626137757641913,0.8480167161859786,4.436855406829052
2024-02-07,Khandsa,2.950296545598671,1.0884765917713508,4.700722204799219
2024-02-09,Khandsa,2.3897621285025026,0.6026643494390581,4.239095953191592
2024-02-10,Khandsa,2.65538173791536,0.9346222924981724,4.301849478341917
2024-02-12,Khandsa,2.823213380353908,1.0447851265654926,4.597975127062689
2024-02-13,Khandsa,2.8019662760438466,1.0177688912906926,4.564497392690563
2024-02-14,Khandsa,3.131170823527307,1.2991389749937214,4.885850977468222
2024-02-15,Khandsa,2.7224275004651832,0.8919461127440993,4.605415996623357
2024-02-16,Khandsa,2.570965895662556,0.7533192731756919,4.32115438786807
2024-02-17,Khandsa,2.8265325937455454,1.0995602510975455,4.6551453703794055
2024-02-18,Khandsa,2.547325979146878,0.7765077715970049,4.201193190298107
2024-02-19,Khandsa,2.959299328258935,0.9624018118966701,4.837648634825134
2024-02-20,Khandsa,2.912964425954595,1.100613445792414,4.820671475457829
2024-02-22,Khandsa,2.7691647659286605,0.9829490028848092,4.599214991411728
2024-02-23,Khandsa,2.580053845526853,0.5586071614135915,4.38908411081307
2024-02-24,Khandsa,2.793285913978541,0.8755364300853454,4.565075851226403
2024-02-25,Khandsa,2.471836704485826,0.6138579640096635,4.341964704534391
2024-02-26,Khandsa,2.837567088934619,0.9786672168907607,4.53709627305125
2024-02-27,Khandsa,2.746793668926894,0.8969909810639876,4.595638585143218
2024-02-28,Khandsa,2.9996899807538653,1.239987091475571,4.674806133061763
2024-02-29,Khandsa,2.5184479835899856,0.5039067834631307,4.381877074957814
2024-03-01,Khandsa,2.291820848577973,0.45038787579744577,4.171823506826352
2024-03-02,Khandsa,2.470138630709436,0.6779318520499161,4.2743223120148945
2024-03-04,Khandsa,2.462843345094821,0.731725023821663,4.334122339458922
2024-03-05,Khandsa,2.356738853219145,0.4670953395891839,4.080635955834525
2024-03-06,Khandsa,2.6004051751766495,0.8286656294241975,4.445114255958113
2024-03-07,Khandsa,2.120969398885062,0.2172392630230836,3.889857264148362
2024-03-08,Khandsa,1.9033371356271849,0.07856711461680405,3.610392606488123
2024-03-09,Khandsa,2.0972817649396065,0.34899397784428904,3.8741201617768017
2024-03-11,Khandsa,2.1469955410620014,0.4836466134794231,4.038672215115417
2024-03-12,Khandsa,2.0810831208636023,0.18169726544487924,3.876319915840952
2024-03-13,Khandsa,2.3700932749781654,0.5468741046305561,4.137680024673103
2024-03-14,Khandsa,1.944745411959547,0.027531745510952638,3.731126751793326
2024-03-15,Khandsa,1.7847844502459305,-0.10364781662936981,3.591270607100935
2024-03-17,Khandsa,1.779143978817569,0.017723661790961593,3.519603505749191
2024-03-18,Khandsa,2.2135176501408322,0.3764926852676295,3.8738962114858535
2024-03-20,Khandsa,2.559420646707043,0.741253714973822,4.55637689363426
2024-03-22,Khandsa,2.087240820837164,0.24040598422075526,3.832994187076674
2024-03-23,Khandsa,2.3868257171858422,0.5145312463681811,4.383146003358729
2024-03-24,Khandsa,2.169274375693164,0.22918177525854486,3.843939333050053
2024-03-25,Khandsa,2.6344371303453045,0.9445385048567809,4.604826123392145
2024-03-26,Khandsa,2.655748445053566,0.7919300902228131,4.389418816652892
2024-03-27,Khandsa,3.0180529135521375,1.2803112303455846,4.738015150305315
2024-03-28,Khandsa,2.6593702868303875,0.8560361496870876,4.506434522832784
2024-03-29,Khandsa,2.5498413108843456,0.6936595577091015,4.27380830113294
2024-03-30,Khandsa,2.835132245355953,1.047273555819458,4.545168105286922
2024-04-01,Khandsa,3.0294538939281974,1.1038860301830549,4.875988276404788
2024-04-02,Khandsa,3.012853202116288,1.2482308261830781,4.813468634169813
2024-04-03,Khandsa,3.329255709339688,1.578955407784903,5.278263612803941
2024-04-04,Khandsa,2.922325084858395,1.130582560671206,4.606463905980714
2024-04-06,Khandsa,2.9868582742773806,1.2403344716593538,4.848627079743204
2024-04-07,Khandsa,2.6914055971679973,0.9274750181623544,4.594066874221472
2024-04-09,Khandsa,2.9923103666912527,1.3405930960619785,4.873879106999001
2024-04-10,Khandsa,3.254519007274391,1.6182712720201549,5.135253524437959
2024-04-11,Khandsa,2.800944517112864,1.0180268216131836,4.671199303813202
2024-04-13,Khandsa,2.786676600144836,0.9294060943576384,4.544994557920472
2024-04-14,Khandsa,2.464327467170895,0.5030471386582733,4.278368674200913
2024-04-15,Khandsa,2.816409929364696,0.9355283976322843,4.615879856015686
2024-04-17,Khandsa,2.9928354194209352,1.1437381511621338,4.825499491697387
2024-04-18,Khandsa,2.5487472524042203,0.8229495394605251,4.257235138150302
2024-04-19,Khandsa,2.3612422883803967,0.47655931610725794,4.231337108437135
2024-04-20,Khandsa,2.576135962341037,0.8545551382220696,4.327187818020705
2024-04-21,Khandsa,2.2880888328290925,0.4868853151668062,4.106988565543779
2024-04-22,Khandsa,2.6785689937011137,0.9428819066604032,4.464659908680411
2024-04-23,Khandsa,2.6417323634669385,0.9365718153281322,4.514797166681906
2024-04-24,Khandsa,2.950589785527532,1.1284869632696228,4.776541613664957
2024-04-25,Khandsa,2.562293878254037,0.7121762895901764,4.302624883228157
2024-04-26,Khandsa,2.431410199831525,0.6105652410366099,4.215201815890585
2024-04-27,Khandsa,2.7016388151944617,0.9951387716280317,4.488623031971748
2024-04-28,Khandsa,2.4700236861575573,0.7490693558996797,4.412982832069434
2024-04-29,Khandsa,2.911475778828086,1.1159673051264623,4.92222433618767
2024-04-30,Khandsa,2.92348130082642,1.0828628431053475,4.801904974472548
2024-05-01,Khandsa,3.2744009129184177,1.5328142597418744,5.264782854015996
2024-05-02,Khandsa,2.9246798154265945,0.9934182043763874,4.795449095901844
2024-05-03,Khandsa,2.8237378744137334,0.9732622533687392,4.584356420440171
2024-05-04,Khandsa,3.113801969050248,1.2736279988273547,5.022223536994322
2024-05-05,Khandsa,2.895164906488451,1.069112553770867,4.718235800714244
2024-05-06,Khandsa,3.337246693355524,1.6196088633442833,5.102615202299973
2024-05-07,Khandsa,3.342103097095125,1.5965388173179698,5.142107483162823
2024-05-08,Khandsa,3.6748249901017145,2.0489045076951076,5.484700597597304
2024-05-10,Khandsa,3.165364542351737,1.3832364499858378,4.941821159375808
2024-05-11,Khandsa,3.411345394401782,1.653878497324669,5.288429986708737
2024-05-12,Khandsa,3.1436899978468125,1.30865547399907,4.9715430507382425
2024-05-13,Khandsa,3.527845340739851,1.6782851409229547,5.386778918823605
2024-05-14,Khandsa,3.4718650319743936,1.7494907272539675,5.157913744956524
2024-05-15,Khandsa,3.738873309692724,1.912349718685159,5.548429066505856
2024-05-16,Khandsa,3.300018626623436,1.5405083813176812,5.051248429213155
2024-05-17,Khandsa,3.0984978548042132,1.430568611568221,4.862555168932272
2024-05-18,Khandsa,3.2775081953631546,1.5807870521607286,4.965680175571948
2024-05-20,Khandsa,3.270261851044608,1.4433951450054399,5.0680546411889456
2024-05-21,Khandsa,3.1598723850950186,1.3311800421194486,4.946556746850198
2024-05-23,Khandsa,2.8992112360331808,1.0818486700610572,4.69271521289351
2024-05-24,Khandsa,2.665508692968091,0.8244963428712719,4.483347060786135
2024-05-25,Khandsa,2.8194098119375073,1.1187918148028542,4.652142341632703
2024-05-26,Khandsa,2.475692807655162,0.6893488145868895,4.327188919669727
2024-05-28,Khandsa,2.6849768760890567,0.7422878862019404,4.556679876577646
2024-05-29,Khandsa,2.9142554017395286,1.0081932307099741,4.667978510057791
2024-05-30,Khandsa,2.4598146464009534,0.5766905011881485,4.2852923735837685
2024-05-31,Khandsa,2.2568507502274153,0.36239307483429517,4.155731365745333
2024-06-01,Khandsa,2.4471633042220033,0.7775862858663678,4.2422511404775936
2024-06-02,Khandsa,2.1484819024271857,0.2501384037229271,3.940383227150668
2024-06-03,Khandsa,2.511575986230864,0.6805051635766077,4.282147831841566
2024-06-04,Khandsa,2.458889479652809,0.7101669887648573,4.2948619123953415
2024-06-05,Khandsa,2.743295964389462,1.0196619419098996,4.509939634923153
2024-06-06,Khandsa,2.348734316402006,0.5554345931921804,4.263081756495656
2024-06-07,Khandsa,2.2050216876011044,0.3142095813419775,3.9303058995041864
2024-06-08,Khandsa,2.4520908228050637,0.6152930921554763,4.229596830534684
2024-06-09,Khandsa,2.210374303062468,0.3647758273879095,4.027777474517782
2024-06-11,Khandsa,2.6205601254336766,0.8178150405908973,4.363780021182882
2024-06-12,Khandsa,2.947344018684234,1.199556835834372,4.6215456956081695
2024-06-13,Khandsa,2.592520196235097,0.8615268973575789,4.303260281017823
2024-06-14,Khandsa,2.4812314616677202,0.5832274343651178,4.349512233699428
2024-06-15,Khandsa,2.7523896039155353,0.9879473076065729,4.503135643461817
2024-06-16,Khandsa,2.530092094118735,0.7827177873530736,4.417084392843333
2024-06-17,Khandsa,2.953803392681243,1.1824629543355287,4.725393419224793
2024-06-18,Khandsa,2.9545896607571436,1.0789964437174298,4.673243428005574
2024-06-19,Khandsa,3.2780780350186136,1.613855681822709,5.223180764206889
2024-06-20,Khandsa,2.916876082754118,1.1031444310269738,4.888704281434413
2024-06-21,Khandsa,2.792559294506748,0.9255107683583075,4.75086905471008
2024-06-22,Khandsa,3.044067646666405,1.290687099766869,4.96597310787957
2024-06-23,Khandsa,2.800129439461093,0.9328619944798064,4.607566898307826
2024-06-24,Khandsa,3.1959421356336444,1.3674921986894333,4.8333598985095305
2024-06-25,Khandsa,3.1681735713160326,1.2722206633418198,4.9470935934582805
2024-06-26,Khandsa,3.4599932418665853,1.5170778038562511,5.20575068177054
2024-06-27,Khandsa,3.0693578468260307,1.2921822876656108,4.78637002438143
2024-06-28,Khandsa,2.9145650292227283,1.049287698385846,4.667214083983821
2024-06-29,Khandsa,3.134713803301404,1.485495074729913,4.906203813909838
2024-06-30,Khandsa,2.8631379704052864,1.0777258846960174,4.572218881147348
2024-07-02,Khandsa,3.1790348668013415,1.3299501599006083,4.898021719969942
2024-07-03,Khandsa,3.4487361496073548,1.673033400713479,5.2701498669922175
2024-07-04,Khandsa,3.0424558773464896,1.0118740190590514,4.801748466056072
2024-07-05,Khandsa,2.8745783415626422,1.0761602776326964,4.78611158088044
2024-07-06,Khandsa,3.0836587462316882,1.3107427457282401,4.90420351424094
2024-07-07,Khandsa,2.806888587482699,1.0247616498086713,4.594634459557663
2024-07-08,Khandsa,3.169811680762935,1.2433598766843883,4.933879800584455
2024-07-09,Khandsa,3.1189020855400895,1.2946137043640953,4.739830486787081
2024-07-10,Khandsa,3.390789264492921,1.5698751466704017,5.119043203850484
2024-07-11,Khandsa,2.9923302022673357,1.1202770806439517,4.819811530226599
2024-07-12,Khandsa,2.8333528970629143,1.0670606540562508,4.567728441936106
2024-07-13,Khandsa,3.05130292508228,1.3735093010459918,4.807650544166095
2024-07-14,Khandsa,2.786753865520841,0.9519010793910788,4.545813695157467
2024-07-15,Khandsa,3.1596622873078113,1.390814979592342,4.906424278962965
2024-07-17,Khandsa,3.4028500256148044,1.6389562597006875,5.35026754464997
2024-07-18,Khandsa,3.0168623552131812,1.0116339294266543,4.7051074511753495
2024-07-19,Khandsa,2.868117561999879,0.9933305985957589,4.70809428420746
2024-07-20,Khandsa,3.0931079751391395,1.3307153170150678,4.901340580964838
2024-07-21,Khandsa,2.8360356970863068,1.0961653741398318,4.491220586143321
2024-07-22,Khandsa,3.21159473225515,1.2200742841005445,5.069393674824485
2024-07-23,Khandsa,3.175147699459619,1.3358541867772622,4.898941513483347
2024-07-24,Khandsa,3.456157763660418,1.6620576704810521,5.203064656695245
2024-07-26,Khandsa,2.918144307788184,1.1859986743490802,4.732274935109495
2024-07-27,Khandsa,3.1364642650393937,1.3341430635697418,4.810264440255851
2024-07-28,Khandsa,2.8733129350464837,1.0881812516359741,4.635603206755575
2024-07-29,Khandsa,3.2385623690080525,1.5205233360093728,5.224137259192708
2024-07-31,Khandsa,3.4618980973606583,1.7104359552658002,5.230018499474156
2024-08-01,Khandsa,3.0666480166946464,1.31075302281796,4.876198910181219
2024-08-02,Khandsa,2.9043715246083157,1.2313834245138287,4.635129456868835
2024-08-03,Khandsa,3.1107605358276924,1.1869369977619473,5.00867542630569
2024-08-04,Khandsa,2.838271981773133,1.0278821225102917,4.635967587485152
2024-08-06,Khandsa,3.1370952676486357,1.5188625399717015,4.916853783454239
2024-08-07,Khandsa,3.3970117385893217,1.6309845557549831,5.092055848569319
2024-08-08,Khandsa,2.996493561705255,1.2081810056952587,4.7535783358585695
2024-08-09,Khandsa,2.8289874568603133,0.9020170618950262,4.53627335105992
2024-08-10,Khandsa,3.0295568037254723,1.297105789783518,4.8710532586203446
2024-08-11,Khandsa,2.754496643848787,0.9832416574807613,4.4411777364454395
2024-08-12,Khandsa,3.103668414174294,1.267821326002518,4.9007196038916465
2024-08-13,Khandsa,3.0470351069890933,1.2951445649455928,4.904488474126561
2024-08-14,Khandsa,3.304371482771622,1.5147267302280651,5.101481234301447
2024-08-15,Khandsa,2.9047885190324374,1.2409943154233756,4.63626220826093
2024-08-16,Khandsa,2.737423721015817,0.9887997772140917,4.609984123195114
2024-08-17,Khandsa,2.9365133545681013,1.175553021178828,4.739284595595056
2024-08-18,Khandsa,2.6620452702588935,0.8376663925744763,4.538668893987955
2024-08-19,Khandsa,3.008625177251677,1.1833524886708309,4.702802715749441
2024-08-20,Khandsa,2.9508106352416017,1.1449775312001436,4.809696105250746
2024-08-21,Khandsa,3.2049249542989315,1.3482097982336356,5.0526767823305105
2024-08-22,Khandsa,2.8044778078999455,1.110093808123459,4.811714205422065
2024-08-23,Khandsa,2.6344493977813053,0.7917367126319734,4.425493228720802
2024-08-24,Khandsa,2.8284509182480053,0.9901591275177322,4.6466535802601125
2024-08-25,Khandsa,2.5504074315319794,0.8000122770248852,4.505413216094075
2024-08-26,Khandsa,2.8899463669442875,1.007851115947388,4.738944666654605
2024-08-27,Khandsa,2.8265198151592834,1.050161975164327,4.670981793835955
2024-08-28,Khandsa,3.0733107372691233,1.214109728500692,4.778623263861355
2024-08-29,Khandsa,2.6685379110085794,0.9266371935783675,4.402070033194976
2024-08-30,Khandsa,2.493322074251119,0.6165602440418052,4.356339663600909
2024-08-31,Khandsa,2.6809231073845696,0.8059697453977844,4.504223044587368
2024-09-01,Khandsa,2.399442204851996,0.5971996333765244,4.19994140480979
2024-09-02,Khandsa,2.733722972575971,0.9031243344679876,4.476800916611903
2024-09-03,Khandsa,2.6682538537167875,0.7998882239216082,4.481064180075485
2024-09-04,Khandsa,2.913160217871141,1.157215069141591,4.679441245720914
2024-09-05,Khandsa,2.511389174956303,0.7482875214352912,4.324361414746666
2024-09-06,Khandsa,2.340155356349368,0.547196585243253,4.200951877297073
2024-09-07,Khandsa,2.532254687115483,0.6112529852270169,4.308023070712886
2024-09-08,Khandsa,2.2597879554846725,0.4939194392871493,4.105398988487805
2024-09-09,Khandsa,2.602578782662543,0.8152302640394375,4.451873968592828
2024-09-10,Khandsa,2.5498624987985457,0.6477105273347417,4.234758368033572
2024-09-11,Khandsa,2.808372279476363,1.027356752779531,4.477769625955525
2024-09-12,Khandsa,2.4254135863778927,0.683125094423255,4.2302478910977435
2024-09-13,Khandsa,2.2739006280387106,0.5703416217894758,4.0706132883762605
2024-09-14,Khandsa,2.485758694496361,0.6542924151517043,4.26533294427237
2024-09-15,Khandsa,2.236681644664252,0.5665405289565111,4.040907639874506
2024-09-17,Khandsa,2.572565740833226,0.8260590333304492,4.284641263415279
2024-09-18,Khandsa,2.854150088481959,1.0016205054145575,4.672335439054994
2024-09-20,Khandsa,2.370139532795826,0.5851935077755084,4.08633182780454
2024-09-21,Khandsa,2.603823744521432,0.8793653492365772,4.455974469591147
2024-09-22,Khandsa,2.3774597349807656,0.6562662477942369,4.201397814346136
2024-09-23,Khandsa,2.7600251771633157,0.8710695919289522,4.493532913129766
2024-09-25,Khandsa,3.0455055619135267,1.225366698667671,4.769977459003483
2024-09-26,Khandsa,2.7034911687229086,1.0369347551145756,4.410963696439972
2024-09-28,Khandsa,2.8281636265435193,1.109220524764416,4.670891252838538
2024-09-29,Khandsa,2.6080974617931942,0.7813513270472606,4.294226763340779
2024-09-30,Khandsa,2.9914035452364836,1.100037940582519,4.738649038097924
2024-10-01,Khandsa,2.980996156826176,1.2024724938924056,4.9709296323761984
2024-10-02,Khandsa,3.2731401582651967,1.5019874647543328,4.996402809540515
2024-10-03,Khandsa,2.9282062237430764,1.1205993969682349,4.7019324757488485
2024-10-04,Khandsa,2.8064826683830053,0.973372412062786,4.524704021496098
2024-10-05,Khandsa,3.0378380601255044,1.3053284844850026,4.791075675879997
2024-10-07,Khandsa,3.1809010470780894,1.3268731595758774,4.949987076179009
2024-10-08,Khandsa,3.159868941655055,1.2883881262489878,5.036000615432395
2024-10-09,Khandsa,3.4397634922579035,1.6912155793703363,5.3281883846922815
2024-10-10,Khandsa,3.085778046689949,1.3070495513900846,4.795426445110861
2024-10-11,Khandsa,2.9543958359295477,1.0217031493277686,4.806606270899147
2024-10-12,Khandsa,3.175127662537923,1.3362183411655293,4.870632252277081
2024-10-13,Khandsa,2.9393770401954256,1.241731152748286,4.651225149477566
2024-10-14,Khandsa,3.3014695258717977,1.5164451031949409,5.115348578161613
2024-10-15,Khandsa,3.2742923270953557,1.4787508017081314,5.016739722070894
2024-10-16,Khandsa,3.547859936240166,1.744474359421352,5.337437329259953
2024-10-17,Khandsa,3.1918363782177814,1.4350085821046932,4.9909151882474
2024-10-18,Khandsa,3.058515056266863,1.2449284036418375,4.996697010305501
2024-10-19,Khandsa,3.2766444477915417,1.5530502476189734,4.982265174441634
2024-10-20,Khandsa,3.0413268177758743,1.2819727057618726,4.921723021966763
2024-10-21,Khandsa,3.401576959001577,1.407908302039722,5.25114749387994
2024-10-22,Khandsa,3.374760736030336,1.6790745656815584,5.179344725731882
2024-10-23,Khandsa,3.6472667880794107,1.8410241864022574,5.511931864765638
2024-10-24,Khandsa,3.2929295662570635,1.4060408946465963,4.969940026993406
2024-10-25,Khandsa,3.1596097851347977,1.3510682473229014,5.043187939263292
2024-10-26,Khandsa,3.3751170378116675,1.5025155942140662,5.182337634631994
2024-10-27,Khandsa,3.1381489234483544,1.4827308825168815,5.009587421264721
2024-10-28,Khandsa,3.49238372819742,1.512730588716408,5.294101030990924
2024-10-29,Khandsa,3.4597199629591655,1.7048731324632829,5.155448257492642
2024-10-30,Khandsa,3.723053630140155,1.8033582452669088,5.454878806198835
2024-10-31,Khandsa,3.36059896768605,1.553093713929374,5.206345624267561
2024-11-01,Khandsa,3.2160639200629366,1.4036755922389124,4.94356356392845
2024-11-02,Khandsa,3.416661726938743,1.5761917139773403,5.303429351466595
2024-11-03,Khandsa,3.1650803844539315,1.441414993516495,4.955163047023252
2024-11-04,Khandsa,3.5000973422078205,1.7404286735732366,5.171016394848254
2024-11-05,Khandsa,3.4486066164183544,1.5829423122875836,5.215943228378581
2024-11-06,Khandsa,3.6904871091016456,1.8878923156208156,5.501154080531508
2024-11-07,Khandsa,3.3088058932841697,1.5033669904893445,5.027593345561192
2024-11-08,Khandsa,3.1435733455414043,1.3113020117150005,4.845162999457577
2024-11-09,Khandsa,3.321828632015774,1.545093752789204,5.0267784541107305
2024-11-10,Khandsa,3.0506251783318508,1.2123869486456236,4.897232199642421
2024-11-11,Khandsa,3.3641542600999896,1.5631727784321536,5.00046664192015
2024-11-12,Khandsa,3.294548190827089,1.4227579503177668,5.017709721018868
